Titulo,Precio,Metros,Precio_m2,Ubicacion,Link,lat,lon
Casa en Venta en Temozon Norte,6199000.0,205.0,30239.02,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-67230e7865c3-1706-1990d99-c044-7c63,21.06551069360901,-89.63335695431024
Departamento en Venta en Jose Maria Iturralde,4899948.0,98.0,49999.47,Mérida,https://www.lamudi.com.mx/detalle/41032-73-aafca10d4901-1fd3-1987d31-a4e8-7459,20.96715912402684,-89.62367654368612
Departamento en Venta en Plan de Ayala,5178651.0,124.45,41612.3,Mérida,https://www.lamudi.com.mx/detalle/41032-73-dd6458ba41ee-a118-19ac10f-97d9-7897,20.96661507717337,-89.62420407832398
Departamento en Venta en San Antonio Cucul,2815000.0,6.75,417037.04,Mérida,https://www.lamudi.com.mx/detalle/41032-73-ed8805460a0b-d20e-199eae4-b6ca-7ba2,20.967044959813116,-89.62375691359988
Casa en Venta en Yaxche,6250000.0,220.0,28409.09,Mérida,https://www.lamudi.com.mx/detalle/41032-73-731a3bc099e1-eb85-198824a-8f33-7abd,20.966835080110528,-89.6237077417427
Departamento en Venta en Temozon Norte,4390000.0,215.0,20418.6,Centro,https://www.lamudi.com.mx/detalle/41032-73-87eced7bf9ab-69d8-198824a-899a-726d,20.967594662447723,-89.62391958504068
Casa en Venta en Cholul,6200000.0,500.0,12400.0,Cholul,https://www.lamudi.com.mx/detalle/41032-73-c3a699510dfb-d5ee-19a7331-874d-77fe,21.045966590358688,-89.55175245788543
Casa en Venta en Temozon Norte,3700000.0,146.0,25342.47,Mérida,https://www.lamudi.com.mx/detalle/41032-73-63b1df4749fe-ebd5-19964e7-9cc6-77ab,20.967453375341965,-89.62365947394747
Casa en Venta en Komchen,6850000.0,290.0,23620.69,Mérida,https://www.lamudi.com.mx/detalle/41032-73-3c263de22ea8-a0c4-19b010c-aeb9-7302,20.966926833458345,-89.6234861802334
Departamento en Venta en Temozon Norte,2485000.0,70.0,35500.0,Centro,https://www.lamudi.com.mx/detalle/41032-73-a9c879aa732f-d912-198b0b0-a9c8-7a63,20.967238508683764,-89.62332476949081
Casa en Venta en Temozon Norte,5530000.0,229.0,24148.47,Mérida,https://www.lamudi.com.mx/detalle/41032-73-87db02a30a3f-2fb3-19ac13d-8151-7bfa,20.967436924529625,-89.62413607865912
Casa en Venta en Dzitya,3800000.0,0.0,0.0,Centro,https://www.lamudi.com.mx/detalle/41032-73-c0f57cb2c2fc-991e-29b9d8f2-abc2-49c5,20.96801578644912,-89.62399245525188
Departamento en Venta en Cholul,3300000.0,50.56,65268.99,Cholul,https://www.lamudi.com.mx/detalle/41032-73-8b26c1e2a17f-b76-19a2b1e-b16f-7d6f,21.045968106519695,-89.55116725458895
Casa en Venta en Cholul,7950000.0,374.03,21254.98,Cholul,https://www.lamudi.com.mx/detalle/41032-73-28a226369d70-bb86-19b1578-bfa6-7e42,21.045126447224423,-89.55201849206087
Departamento en Venta en Vista Alegre Norte,3990000.0,70.0,57000.0,Montebello,https://www.lamudi.com.mx/detalle/41032-73-6d06e4f95323-c72c-19bb7ac-926e-7c00,21.02884406880683,-89.59042330564948
Casa en Venta en Mérida Centro,7250000.0,331.0,21903.32,Mérida Centro,https://www.lamudi.com.mx/detalle/41032-73-a0523b06a0dc-197f-191b5db-b833-7e5e,20.96774161262188,-89.62321889230394
Departamento en Venta en Temozon Norte,2329000.0,1.0,2329000.0,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-a63439e8b7b5-9b88-190336c-b381-76c5,21.06568428355279,-89.63371212617743
Departamento en Venta en Vista Alegre Norte,2250000.0,80.0,28125.0,Cholul,https://www.lamudi.com.mx/detalle/41032-73-de8b715f961c-2968-19391fc-975d-7f39,21.045613386686966,-89.5516362477765
Departamento en Venta en Vista Alegre Norte,2815000.0,51.06,55131.22,Mérida,https://www.lamudi.com.mx/detalle/41032-73-99f612f408b7-ee44-19b065d-8812-7e17,20.966773786790817,-89.62419676664534
Casa en Venta en Cholul,3875000.0,201.0,19278.61,Cholul,https://www.lamudi.com.mx/detalle/41032-73-61b8837162c8-2cfd-1975cee-b927-729c,21.04586216155546,-89.55139183922338
Departamento en Venta en Temozon Norte,3099000.0,14.5,213724.14,Altabrisa,https://www.lamudi.com.mx/detalle/41032-73-3c76f7876e80-bcc-19019ce-ae7f-74e5,21.018258571185537,-89.58503587432432
Departamento en Venta en Villas La Hacienda,3534300.0,73.0,48415.07,Altabrisa,https://www.lamudi.com.mx/detalle/41032-73-4d165e8c7a32-c88a-3c8e24d7-ab49-30c1,21.018395188474685,-89.58531497719981
Departamento en Venta en Temozon Norte,5550000.0,114.0,48684.21,Mérida,https://www.lamudi.com.mx/detalle/41032-73-126d6ccf1a0-4197-6739585f-bb8e-3c3c,20.966760651975985,-89.62338525358925
Departamento en Venta en Temozon Norte,3570000.0,101.0,35346.53,Mérida,https://www.lamudi.com.mx/detalle/41032-73-44ebc384673a-7d73-9a61f77e-b46d-3bda,20.96701934517666,-89.62332727620823
Departamento en Venta en Temozon Norte,3570000.0,60.0,59500.0,Mérida,https://www.lamudi.com.mx/detalle/41032-73-53e8f924c273-3582-5c8f450f-8c4b-30dd,20.96673563255976,-89.62373740116671
Departamento en Venta en El Prado,5495000.0,90.0,61055.56,Mérida,https://www.lamudi.com.mx/detalle/41032-73-69d0bcad86e2-445f-19ac35d-a3df-76dd,20.96712592363865,-89.62383034765135
Departamento en Venta en San Antonio Cucul,4910418.0,115.0,42699.29,Mérida,https://www.lamudi.com.mx/detalle/41032-73-535bf6f3a231-6c0e-1970064-a7ca-7d20,20.96665566204711,-89.62336277104018
Casa en Venta en Jose Maria Iturralde,3750000.0,220.0,17045.45,Altabrisa,https://www.lamudi.com.mx/detalle/41032-73-1107df452be3-492a-1957d1b-a64b-7e3b,21.018579241664284,-89.58570125322473
Departamento en Venta en Montebello,6490000.0,171.0,37953.22,Montebello,https://www.lamudi.com.mx/detalle/41032-73-6508e6aedb96-6393-9cbe4032-aaa8-3914,21.028494041766812,-89.59009316689804
Departamento en Venta en Diaz Ordaz,1739000.0,40.3,43151.36,Mérida,https://www.lamudi.com.mx/detalle/41032-73-cec9656b6c21-c8c2-19264e9-83b8-7c02,20.96664580567829,-89.62370282366503
Departamento en Venta en Temozon Norte,3090000.0,98.7,31306.99,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-fd8dbab2b537-3f35-19195b4-8a81-7e23,21.06503680855013,-89.6341228297023
Departamento en Venta en Temozon Norte,2920000.0,110.0,26545.45,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-fd49dd7bf32d-3ad4-1947207-a1fd-7876,21.065441429106272,-89.63422306876795
Casa en Venta en Cholul,5017000.0,325.0,15436.92,Cholul,https://www.lamudi.com.mx/detalle/41032-73-e92b9833e63b-ee74-4531c33d-a3ce-3838,21.04564018418568,-89.55170215533285
Casa en Venta en Azcorra,3100000.0,173.47,17870.53,Centro,https://www.lamudi.com.mx/detalle/41032-73-6613804a1b1d-dcbd-195cb52-ba35-75e5,20.967269400640422,-89.62345169533172
Casa en Venta en Mérida Centro,8650000.0,170.0,50882.35,Mérida Centro,https://www.lamudi.com.mx/detalle/41032-73-4238c5fa25c7-5dd1-19738e8-bb10-78ee,20.967653889672746,-89.62358909901076
Departamento en Venta en Temozon Norte,3990000.0,129.0,30930.23,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-24180e3de13c-bc34-193e1d3-b301-75fd,21.065439942504813,-89.63354215303595
Casa en Venta en Temozon Norte,6900000.0,342.0,20175.44,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-24458ac4c7cb-b590-1938289-b217-7f70,21.065205881416944,-89.63405196867464
Departamento en Venta en Temozon Norte,2790000.0,65.0,42923.08,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-5ea716144c09-e985-198eeec-9176-7290,21.06585353543266,-89.63400117723879
Departamento en Venta en Temozon Norte,2035000.0,51.0,39901.96,Mérida,https://www.lamudi.com.mx/detalle/41032-73-9f508968e3fb-90a6-1976756-b461-7115,20.966958064079808,-89.62361500007285
Departamento en Venta en Temozon Norte,2590000.0,80.0,32375.0,Mérida,https://www.lamudi.com.mx/detalle/41032-73-aaea224ab05c-efb1-198e416-9807-73e3,20.967529551594616,-89.6239701954353
Departamento en Venta en Temozon Norte,2800000.0,83.0,33734.94,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-1629e5ef3de4-14f1-197816c-ac78-7225,21.06508551979586,-89.63405690364276
Departamento en Venta en Temozon Norte,1961447.0,48.57,40383.92,Centro,https://www.lamudi.com.mx/detalle/41032-73-7392b2200204-4d81-194ad44-a539-74dd,20.96723414244159,-89.62357137970837
Departamento en Venta en Temozon Norte,2803000.0,80.43,34850.18,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-f2783767c965-6319-192ff3f-a295-7099,21.065930162382436,-89.63399950916163
Departamento en Venta en Temozon Norte,2890000.0,84.0,34404.76,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-5f42ced1945a-2240-192081f-bf92-7349,21.065760080706134,-89.63339886993734
Casa en Venta en Cholul,2918000.0,200.0,14590.0,Cholul,https://www.lamudi.com.mx/detalle/41032-73-984a038c17d1-6c0c-18fe649-8df2-76fb,21.046063260749253,-89.55159192941366
Departamento en Venta en Villas La Hacienda,3500000.0,96.22,36374.97,Centro,https://www.lamudi.com.mx/detalle/41032-73-a00d30efe07f-7730-b5079408-b74f-3fac,20.968009587568105,-89.62324267201325
Departamento en Venta en Temozon Norte,4089000.0,104.24,39226.78,Mérida,https://www.lamudi.com.mx/detalle/41032-73-85769dd8699b-7df5-1976757-977f-7df6,20.967521551190295,-89.62383058655561
Casa en Venta en Cholul,5250000.0,260.0,20192.31,Cholul,https://www.lamudi.com.mx/detalle/41032-73-a854127ee180-25ce-195f97e-9ad5-74cd,21.045855022476964,-89.55164052352768
Departamento en Venta en Temozon Norte,2449000.0,94.8,25833.33,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-660c7935a054-1b2e-19547d0-bd8f-7300,21.06566397525409,-89.63407280071324
Departamento en Venta en Temozon Norte,2479000.0,99.21,24987.4,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-e60499125d2b-1119-190a9d0-a1d9-7c76,21.06538596840382,-89.63408624862173
Casa en Venta en Dzitya,3100000.0,180.0,17222.22,Dzityá,https://www.lamudi.com.mx/detalle/41032-73-deb3fb870dc9-8ffa-19b6d06-9a72-7f22,21.05002641854257,-89.68000321485687
Casa en Venta en Mérida Centro,7200000.0,307.3,23429.87,Mérida Centro,https://www.lamudi.com.mx/detalle/41032-73-39b52eda7da2-b00b-1993684-9f39-7ebb,20.967403920969716,-89.62408429018046
Departamento en Venta en San Antonio Cucul,2924600.0,65.0,44993.85,Mérida,https://www.lamudi.com.mx/detalle/41032-73-21b4f5cff6e7-b76b-198eeec-bfc1-738c,20.96729432089549,-89.62346610740602
Casa en Venta en Cholul,4050000.0,189.0,21428.57,Cholul,https://www.lamudi.com.mx/detalle/41032-73-650949222d24-9eaf-1972bd5-ba20-7389,21.045240712038517,-89.55190396391374
Departamento en Venta en Santa Gertrudis Copo,8410000.0,149.0,56442.95,Santa Gertrudis Copó,https://www.lamudi.com.mx/detalle/41032-73-dbbc18ad7989-4786-194651f-a695-749b,21.025664260417308,-89.59595535513056
Departamento en Venta en Villas La Hacienda,2899000.0,75.88,38205.06,Altabrisa,https://www.lamudi.com.mx/detalle/41032-73-7c6d02d2f02c-9858-193b386-a76a-7767,21.01840924727929,-89.58559236451043
Casa en Venta en Chablekal,7600000.0,364.42,20855.06,Mérida,https://www.lamudi.com.mx/detalle/41032-73-c8d84a08db3c-da56-1927eab-abbb-73a9,20.966668354236607,-89.62422857735247
Departamento en Venta en Temozon Norte,3307000.0,65.0,50876.92,Mérida,https://www.lamudi.com.mx/detalle/41032-73-63a6cee2861f-ae5e-f7ade66a-b55d-33d0,20.967280077873994,-89.6233928400438
Departamento en Venta en Temozon Norte,3800000.0,102.0,37254.9,Mérida,https://www.lamudi.com.mx/detalle/41032-73-576c6cd9633a-9cd5-1955f21-bcc2-73c5,20.9672171368207,-89.6232434529959
Departamento en Venta en Temozon Norte,2059094.0,52.0,39597.96,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-aff9b9167a71-5bcb-1949bbf-bc6b-7310,21.065299534194626,-89.63393040991785
Departamento en Venta en Temozon Norte,2190000.0,52.5,41714.29,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-322f58f3fe42-8934-199270d-a0d4-7145,21.06583660475457,-89.63358152124098
Departamento en Venta en Temozon Norte,5250000.0,198.0,26515.15,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-451c3fd463ea-dbcc-193e1d3-bac8-7a6a,21.065295802589066,-89.63377419605008
Departamento en Venta en Temozon Norte,2151985.0,51.0,42195.78,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-a5fff0d4c6fe-a204-19368d3-965c-7bc8,21.065901854578073,-89.6335233870408
Departamento en Venta en Temozon Norte,2950000.0,65.0,45384.62,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-36885b97abef-7373-198eeec-a78a-7dad,21.065233294062207,-89.63400588640565
Departamento en Venta en Temozon Norte,2900000.0,112.6,25754.88,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-85c1275a4f7d-ad25-197fca2-af54-7f20,21.065122470744882,-89.63409580821974
Lote / Terreno en Venta en Paraíso,1485627.0,380.93,3900.0,Mérida,https://www.lamudi.com.mx/detalle/41032-73-d9e07119e0d7-919e-196188d-9bf6-7399,20.967155835711903,-89.62340175077796
Departamento en Venta en Temozon Norte,2420000.0,63.4,38170.35,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-3c0dee613e44-9430-f74a3eaf-871c-337b,21.06565078008577,-89.63383831275634
Departamento en Venta en Temozon Norte,2300000.0,45.0,51111.11,Mérida,https://www.lamudi.com.mx/detalle/41032-73-973d80d31e96-3b08-a2d86bd5-9fdc-3ef2,20.966837969149495,-89.62345838767985
Departamento en Venta en Temozon Norte,2593685.0,65.0,39902.85,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-2bf921ae6962-4193-1949bbf-98bf-72ff,21.065159816821488,-89.63337834105346
Departamento en Venta en Santa Gertrudis Copo,6008000.0,128.5,46754.86,Centro,https://www.lamudi.com.mx/detalle/41032-73-9e0131152899-1b84-196ebb6-b4a1-725d,20.967401444234905,-89.62331929444949
Departamento en Venta en Santa Gertrudis Copo,2910000.0,80.0,36375.0,Centro,https://www.lamudi.com.mx/detalle/41032-73-e6fd4a92fd4b-eee2-25fc6b63-9d24-3b5d,20.96778685784623,-89.6232267133171
Departamento en Venta en Miguel Alemán,2750000.0,63.0,43650.79,Centro,https://www.lamudi.com.mx/detalle/41032-73-4c23b96dc04b-b450-192271e-8983-706c,20.96780756716852,-89.62415952693468
Departamento en Venta en Temozon Norte,1950000.0,43.0,45348.84,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-9b459d5aa92-6aec-199c1c4-8ba5-7356,21.065541779857618,-89.63416231875118
Departamento en Venta en Plan de Ayala,3045000.0,55.0,55363.64,Benito Juárez Norte,https://www.lamudi.com.mx/detalle/41032-73-5c5af19b6603-53e5-198112a-8440-725a,21.010815353947713,-89.60545723529175
Departamento en Venta en Villas La Hacienda,2599000.0,67.32,38606.65,Altabrisa,https://www.lamudi.com.mx/detalle/41032-73-a13033cdf041-8a1e-193b386-bc51-7c0e,21.01843863305255,-89.58529239475398
Departamento en Venta en Temozon Norte,2900000.0,88.91,32617.25,Mérida,https://www.lamudi.com.mx/detalle/41032-73-57f931212776-d650-193a68b-9111-79ec,20.967039517850353,-89.62370039868561
Casa en Venta en Monterreal,10950000.0,437.74,25014.85,Altabrisa,https://www.lamudi.com.mx/detalle/41032-73-2963ea58b6eb-18e3-19b8199-8c84-7c2b,21.01818366201801,-89.58569673148232
Casa en Venta en Monterreal,10950000.0,437.74,25014.85,Altabrisa,https://www.lamudi.com.mx/detalle/41032-73-aea086138272-4220-19b2a78-aee7-760a,21.01775677668477,-89.58592612311499
Casa en Venta en Mérida Centro,5300000.0,360.0,14722.22,Mérida Centro,https://www.lamudi.com.mx/detalle/41032-73-866d51795bd9-1b29-199f023-ab9c-764d,20.967797896437098,-89.62407450593169
Casa en Condominio en Venta en Yucatán Country Club,17900000.0,500.0,35800.0,Centro,https://www.lamudi.com.mx/detalle/41032-73-7e2ab8422cbf-53f3-19a51f3-9b8e-7db0,20.967375053906007,-89.62335159831551
Casa en Venta en Mérida Centro,6850000.0,351.0,19515.67,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-d6bf40afde6-6023-19a572c-827f-7e05,21.06584223456926,-89.63417147362155
Departamento en Venta en Temozon Norte,3527100.0,65.03,54238.04,Centro,https://www.lamudi.com.mx/detalle/41032-73-c4b3ad971f6d-40a9-198f153-b9fe-7bf4,20.967383267421592,-89.62414597284805
Casa en Venta en Temozon Norte,4202400.0,140.0,30017.14,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-310d42facc49-b02d-198f158-a57b-7c1d,21.065721590329698,-89.6333384167169
Casa en Venta en Dzitya,3635000.0,140.0,25964.29,Mérida,https://www.lamudi.com.mx/detalle/41032-73-d08159894cee-6791-198f157-b85f-722d,20.966943485952505,-89.62397700299688
Casa en Venta en Komchen,8500000.0,650.0,13076.92,Mérida,https://www.lamudi.com.mx/detalle/41032-73-472622ffe3ef-15c6-198f156-9750-775a,20.966997987262577,-89.6232963968558
Departamento en Venta en Miguel Alemán,2750000.0,64.3,42768.27,Mérida,https://www.lamudi.com.mx/detalle/41032-73-aacbb451b971-be8a-198f153-b13c-71ea,20.966721783284413,-89.62357264312732
Departamento en Venta en San Antonio Cucul,2970891.0,45.13,65829.63,Centro,https://www.lamudi.com.mx/detalle/41032-73-64bfb2e1ad6d-aedc-198f150-8dd6-741e,20.967926725128233,-89.62405637072251
Departamento en Venta en Santa Gertrudis Copo,2900000.0,81.78,35460.99,Centro,https://www.lamudi.com.mx/detalle/41032-73-902fd846027f-5b4e-198f150-9ec2-7b72,20.96789894013812,-89.62371840606322
Departamento en Venta en Temozon Norte,3038400.0,67.4,45080.12,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-b2096798f183-43fe-19ae731-93eb-7785,21.06522640450214,-89.63338287335598
Departamento en Venta en Temozon Norte,2450000.0,56.0,43750.0,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-6bc36ecc79ef-e6cd-19aa43d-ba65-736f,21.06502044686598,-89.63399896653708
Departamento en Venta en Santa Gertrudis Copo,2150000.0,68.0,31617.65,Centro,https://www.lamudi.com.mx/detalle/41032-73-f202eb4a340f-8bed-198f14f-8674-7554,20.967860396901365,-89.6236480164631
Casa en Venta en Yucatán Country Club,22300000.0,750.0,29733.33,Centro,https://www.lamudi.com.mx/detalle/41032-73-febbee417957-54ec-198f14e-a910-7d15,20.967368586408554,-89.62339221159107
Departamento en Venta en Temozon Norte,1695000.0,43.0,39418.6,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-a19dfcbc94ee-e5eb-1993bf1-b114-7511,21.065063231598902,-89.63390988856068
Casa en Venta en Cholul,5830000.0,310.0,18806.45,Cholul,https://www.lamudi.com.mx/detalle/41032-73-3f4f7717120d-3872-1990d73-aa79-7c45,21.04569227784712,-89.55195170688695
Casa en Venta en Mérida Centro,15500000.0,410.7,37740.44,Mérida Centro,https://www.lamudi.com.mx/detalle/41032-73-a85d45b1496b-fd53-198f151-8af1-76ad,20.968056517390536,-89.62343316170723
Casa en Venta en Temozon Norte,3647120.0,170.0,21453.65,Centro,https://www.lamudi.com.mx/detalle/41032-73-26a2db71b48a-5716-19ac09b-9a0c-762d,20.967285242810426,-89.62340602373325
Casa en Venta en Cholul,5500000.0,378.0,14550.26,Cholul,https://www.lamudi.com.mx/detalle/41032-73-3b7e611d532d-2ba9-19ac09a-bb24-7b31,21.045618913102473,-89.55132028129658
Departamento en Venta en Temozon Norte,2900000.0,93.48,31022.68,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-d8f72d824614-9f01-198f159-8e08-71d8,21.06562373854125,-89.63350897349602
Departamento en Venta en San Antonio Cucul,2924600.0,50.0,58492.0,Centro,https://www.lamudi.com.mx/detalle/41032-73-67c62b1c0f2c-f654-199e07e-91ec-735f,20.967630162067177,-89.623759888435
Departamento en Venta en Vista Alegre Norte,8295000.0,0.0,0.0,Altabrisa,https://www.lamudi.com.mx/detalle/41032-73-59cb1bfc1713-f582-1931e3d-8a45-7aa8,21.01837851891038,-89.58597625565652
Departamento en Venta en Cholul,3309725.0,65.0,50918.85,Cholul,https://www.lamudi.com.mx/detalle/41032-73-e61d5d22598c-5eb-198f151-b827-70c1,21.045710874568943,-89.55201877025888
Casa en Venta en Komchen,15000000.0,600.0,25000.0,Mérida,https://www.lamudi.com.mx/detalle/41032-73-94518121f91-cac4-19a32e8-a0af-7198,20.967156922447412,-89.62358632708477
Departamento en Venta en Temozon Norte,3549000.0,106.55,33308.31,Mérida,https://www.lamudi.com.mx/detalle/41032-73-3346d885a65a-2f39-198f15c-a319-78dd,20.966775941227123,-89.62401430448033
Departamento en Venta en Temozon Norte,2416000.0,92.0,26260.87,Mérida,https://www.lamudi.com.mx/detalle/41032-73-f0f8fbf0c985-b11f-198f14f-912f-7886,20.96729577545054,-89.62377379051851
Casa en Venta en Mérida Centro,4000000.0,170.03,23525.26,Mérida Centro,https://www.lamudi.com.mx/detalle/41032-73-f1e9f544a224-cac6-19bc78f-ba0c-7b9d,20.967279377588795,-89.62365325934319
Casa en Venta en Mérida Centro,7400000.0,195.0,37948.72,Mérida Centro,https://www.lamudi.com.mx/detalle/41032-73-2d4a654f3d0a-d04b-19bc78f-8192-7237,20.968072045546016,-89.62394919479445
Casa en Venta en Cholul,16400000.0,524.0,31297.71,Cholul,https://www.lamudi.com.mx/detalle/41032-73-d0aadbc14b36-b02d-19bc78f-8cae-7556,21.045488228187462,-89.55127355644643
Casa en Venta en García Gineres,4800000.0,223.0,21524.66,Centro,https://www.lamudi.com.mx/detalle/41032-73-89a39d93de93-8b5e-19bc78f-9632-77dc,20.967655510689116,-89.6238011026874
Casa en Venta en Temozon Norte,4300000.0,230.0,18695.65,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-8b783b6a37dc-9fd3-19bc78f-a5b3-7066,21.065371566717193,-89.63422034145309
Casa en Venta en Mérida Centro,6750000.0,170.0,39705.88,Mérida Centro,https://www.lamudi.com.mx/detalle/41032-73-77c8729752bf-7057-19bc78f-aece-7d1b,20.967452626718643,-89.62386139681549
Casa en Venta en Montebello,5900000.0,207.0,28502.42,Montebello,https://www.lamudi.com.mx/detalle/41032-73-9e1151b366ec-c119-19bc78f-bdf1-744a,21.02871029538252,-89.59006898930639
Casa en Venta en Montecarlo,3200000.0,141.0,22695.04,Centro,https://www.lamudi.com.mx/detalle/41032-73-23c542a0b8e2-9aae-19bc78f-9267-76f0,20.967190490420393,-89.6240285942475
Casa en Venta en Montecristo,23900000.0,600.0,39833.33,Mérida,https://www.lamudi.com.mx/detalle/41032-73-37f48ccb6893-8579-19bc78f-b1df-7c1c,20.967414993182945,-89.62410349491222
Casa en Venta en Miguel Alemán,3000000.0,148.0,20270.27,Mérida,https://www.lamudi.com.mx/detalle/41032-73-5d327b376b1d-2fb-19bc790-937b-779c,20.96734620917376,-89.62410583808204
Departamento en Venta en Xcanatun,3400000.0,110.0,30909.09,Santa Gertrudis Copó,https://www.lamudi.com.mx/detalle/41032-73-b646a6576694-9608-19bc78f-868e-73d1,21.025858703202996,-89.59578023449886
Departamento en Venta en Santa Gertrudis Copo,5700000.0,112.0,50892.86,Mérida,https://www.lamudi.com.mx/detalle/41032-73-9440e8d94012-909a-19bc78f-828c-7c0e,20.96696615970122,-89.62352001787784
Lote / Terreno en Venta en Yucatán Country Club,4450000.0,537.37,8281.07,Country Club,https://www.lamudi.com.mx/detalle/41032-73-3e9f0522a1d5-a5b8-19bc78f-9563-73d5,21.080582460774508,-89.60056041815686
Casa en Venta en Cholul,5985000.0,300.0,19950.0,Cholul,https://www.lamudi.com.mx/detalle/41032-73-8a5421e41cd0-b6f0-19a04bd-82d9-7e4a,21.04533707320963,-89.55152190156875
Departamento en Venta en Temozon Norte,4400000.0,162.0,27160.49,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-9337005feb01-afd3-bc6490c7-8fc4-3f98,21.065951136951362,-89.63359371882756
Casa en Venta en Dzitya,3590000.0,130.0,27615.38,Centro,https://www.lamudi.com.mx/detalle/41032-73-3cf418b0db59-9a8c-19a68e7-a2b0-714b,20.967726742340055,-89.62369230276015
Departamento en Venta en Temozon Norte,2580000.0,56.29,45834.07,Mérida,https://www.lamudi.com.mx/detalle/41032-73-c8d14c11d8be-94e6-65776622-abba-372b,20.96711871869475,-89.62409373754552
Departamento en Venta en Santa Gertrudis Copo,9950000.0,0.0,0.0,Centro,https://www.lamudi.com.mx/detalle/41032-73-40e81cf6134a-c10-19a358d-9a67-71bf,20.967137560149144,-89.62363019914193
Casa en Venta en La Rejoyada,8900000.0,435.0,20459.77,Mérida,https://www.lamudi.com.mx/detalle/41032-73-8fa42ed140df-672a-19516fb-9056-79e8,20.966750698037913,-89.62418964003712
Departamento en Venta en Temozon Norte,3200000.0,80.0,40000.0,Mérida,https://www.lamudi.com.mx/detalle/41032-73-ed5a382e112-ca26-d3562fbf-be97-38d5,20.96684660923558,-89.62398520517098
Departamento en Venta en Villas La Hacienda,2899000.0,75.0,38653.33,Mérida,https://www.lamudi.com.mx/detalle/41032-73-7e87a6eba664-9991-1936676-ba1b-7c97,20.966988981736552,-89.62416476205058
Casa en Venta en Temozon Norte,8340000.0,255.0,32705.88,Temozón Norte,https://www.lamudi.com.mx/detalle/41032-73-ee1565d9f365-2ed0-841d4353-b0c4-3b00,21.06563629040552,-89.6337067635272
Departamento en Venta en Dzitya,2380000.0,60.0,39666.67,Dzityá,https://www.lamudi.com.mx/detalle/41032-73-508aa030324e-874-2ac6bffc-b148-3740,21.05053927046636,-89.68010683753354
Casa en Venta en Mérida Centro,7500000.0,212.0,35377.36,Mérida Centro,https://www.lamudi.com.mx/detalle/41032-73-7a9fde3f92cd-ec16-18f9e00-b653-7ae3,20.967868814085115,-89.62388477488338
Casa en Venta en Santa Gertrudis Copo,3950000.0,152.0,25986.84,Centro,https://www.lamudi.com.mx/detalle/41032-73-8e246932e0e7-980b-196dbfd-99ed-78f0,20.967100540859395,-89.62399271647786
Casa en Venta en Komchen,15500000.0,500.0,31000.0,Country Club,https://www.lamudi.com.mx/detalle/41032-73-c05f7892ff90-e0af-c26bf56f-bf94-37cf,21.08036502953495,-89.60007207986813
Casa en Venta en Temozon Norte,7650000.0,320.0,23906.25,Mérida,https://www.lamudi.com.mx/detalle/41032-73-6d5424f1fe50-b567-19ac0db-85bb-7795,20.966733880036486,-89.62399639419722
Casa en Venta en Cholul,3950000.0,166.0,23795.18,Cholul,https://www.lamudi.com.mx/detalle/41032-73-eed9db4ebc42-4eab-18fc257-96e5-7bd6,21.045186630227974,-89.55121972450029
